gene_id	group	label	orthogroup	is_wgd	is_duplicate	is_singleton	family_size	dup_mode	function_class	age
g000131	crop1	0	OG00227	1	1	0	11	wgd	other	1
g000132	crop1	0	OG00068	1	1	0	9	wgd	TF	2
g000133	crop1	0	OG00042	1	1	0	3	wgd	other	4
g000134	crop1	0	OG00130	1	1	0	9	wgd	TF	1
g000135	crop1	0	OG00190	1	1	0	3	wgd	hormone	1
g000136	crop1	0	OG00096	0	1	0	3	transposed	enzyme	1
g000137	crop1	0	OG00035	0	1	0	6	tandem	defense	3
g000138	crop1	0	OG00323	0	1	0	11	tandem	other	4
g000139	crop1	0	OG00089	0	1	0	2	dispersed	transporter	1
g000140	crop1	0	OG00322	0	1	0	6	transposed	other	1
g000141	crop1	0	OG00396	0	0	1	1	singleton	hormone	1
g000142	crop1	0	OG00096	0	1	0	4	transposed	other	2
g000143	crop1	0	OG00184	1	1	0	10	wgd	defense	3
g000144	crop1	0	OG00149	0	1	0	6	tandem	TF	1
g000145	crop1	0	OG00145	0	1	0	4	transposed	other	1
g000146	crop1	0	OG00268	1	1	0	10	wgd	transporter	2
g000147	crop1	0	OG00026	0	1	0	6	transposed	transporter	3
g000148	crop1	0	OG00041	1	1	0	10	wgd	kinase	1
g000149	crop1	0	OG00136	1	1	0	4	wgd	TF	3
g000150	crop1	0	OG00176	0	0	1	1	singleton	enzyme	1
g000151	crop1	0	OG00123	1	1	0	3	wgd	kinase	4
g000152	crop1	0	OG00107	1	1	0	9	wgd	kinase	3
g000153	crop1	0	OG00027	0	1	0	5	tandem	other	4
g000154	crop1	0	OG00120	0	0	1	1	singleton	other	3
g000155	crop1	0	OG00274	0	1	0	8	transposed	kinase	2
g000156	crop1	0	OG00351	0	1	0	3	proximal	enzyme	4
g000157	crop1	0	OG00173	1	1	0	3	wgd	other	2
g000158	crop1	0	OG00184	0	1	0	4	transposed	TF	1
g000159	crop1	1	OG00208	0	1	0	9	tandem	defense	4
g000160	crop1	0	OG00061	0	1	0	5	tandem	enzyme	1
g000161	crop1	0	OG00071	0	1	0	2	dispersed	TF	3
g000162	crop1	0	OG00201	0	0	1	1	singleton	other	2
g000163	crop1	1	OG00076	1	1	0	6	wgd	TF	2
g000164	crop1	0	OG00218	0	1	0	11	transposed	transporter	4
g000165	crop1	0	OG00362	0	1	0	2	transposed	enzyme	1
g000166	crop1	0	OG00057	0	1	0	8	transposed	hormone	4
g000167	crop1	0	OG00242	0	1	0	11	proximal	kinase	4
g000168	crop1	0	OG00191	1	1	0	6	wgd	hormone	4
g000169	crop1	0	OG00235	0	1	0	7	tandem	enzyme	2
g000170	crop1	0	OG00238	0	1	0	6	tandem	enzyme	3
g000171	crop1	0	OG00394	0	1	0	5	dispersed	TF	3
g000172	crop1	0	OG00206	0	1	0	5	proximal	other	1
g000173	crop1	0	OG00279	0	1	0	9	transposed	enzyme	3
g000174	crop1	0	OG00037	0	1	0	5	dispersed	other	3
g000175	crop1	0	OG00003	0	1	0	6	transposed	defense	3
g000176	crop1	0	OG00102	0	1	0	3	transposed	enzyme	2
g000177	crop1	0	OG00112	1	1	0	5	wgd	other	4
g000178	crop1	0	OG00053	0	1	0	4	proximal	defense	3
g000179	crop1	0	OG00278	1	1	0	9	wgd	other	3
g000180	crop1	0	OG00021	0	0	1	1	singleton	enzyme	3
g000181	crop1	0	OG00254	0	0	1	1	singleton	other	4
g000182	crop1	0	OG00096	1	1	0	3	wgd	kinase	4
g000183	crop1	0	OG00129	0	1	0	6	transposed	kinase	4
g000184	crop1	0	OG00297	0	1	0	8	tandem	enzyme	4
g000185	crop1	0	OG00355	0	0	1	1	singleton	enzyme	4
g000186	crop1	0	OG00151	0	1	0	5	dispersed	other	2
g000187	crop1	1	OG00312	0	1	0	8	transposed	kinase	4
g000188	crop1	0	OG00193	1	1	0	11	wgd	enzyme	4
g000189	crop1	0	OG00016	0	0	1	1	singleton	other	4
g000190	crop1	0	OG00348	1	1	0	8	wgd	defense	2
g000191	crop1	0	OG00132	0	1	0	2	dispersed	kinase	1
g000192	crop1	0	OG00210	0	1	0	2	tandem	TF	1
g000193	crop1	0	OG00161	0	1	0	3	tandem	enzyme	4
g000194	crop1	1	OG00165	1	1	0	6	wgd	TF	2
g000195	crop1	0	OG00098	0	1	0	8	tandem	enzyme	3
g000196	crop1	0	OG00381	0	1	0	11	tandem	enzyme	4
g000197	crop1	0	OG00006	0	0	1	1	singleton	other	1
g000198	crop1	0	OG00396	0	0	1	1	singleton	other	4
g000199	crop1	0	OG00010	0	1	0	5	proximal	transporter	3
g000200	crop1	0	OG00378	1	1	0	8	wgd	TF	4
g000201	crop1	0	OG00106	0	1	0	3	transposed	other	1
g000202	crop1	0	OG00315	0	1	0	2	tandem	other	1
g000203	crop1	0	OG00193	0	1	0	2	dispersed	TF	3
g000204	crop1	0	OG00001	0	1	0	8	dispersed	enzyme	1
g000205	crop1	0	OG00368	1	1	0	3	wgd	TF	3
g000206	crop1	0	OG00088	0	1	0	8	transposed	kinase	3
g000207	crop1	0	OG00322	0	0	1	1	singleton	TF	3
g000208	crop1	0	OG00133	0	1	0	11	dispersed	enzyme	3
g000209	crop1	0	OG00272	0	0	1	1	singleton	defense	3
g000210	crop1	0	OG00280	1	1	0	2	wgd	transporter	3
g000211	crop1	0	OG00037	0	1	0	8	transposed	kinase	2
g000212	crop1	0	OG00256	0	1	0	9	dispersed	defense	3
g000213	crop1	0	OG00321	0	1	0	10	dispersed	other	2
g000214	crop1	0	OG00376	1	1	0	8	wgd	kinase	1
g000215	crop1	0	OG00321	0	1	0	11	tandem	defense	1
g000216	crop1	0	OG00042	0	1	0	3	transposed	defense	3
g000217	crop1	0	OG00270	0	1	0	5	dispersed	hormone	1
g000218	crop1	0	OG00326	0	1	0	3	transposed	transporter	4
g000219	crop1	0	OG00084	0	0	1	1	singleton	enzyme	4
g000220	crop1	0	OG00060	0	1	0	10	dispersed	other	3
g000221	crop1	0	OG00170	0	1	0	7	transposed	enzyme	4
g000222	crop1	0	OG00099	0	0	1	1	singleton	other	4
g000223	crop1	0	OG00096	0	1	0	3	dispersed	hormone	4
g000224	crop1	0	OG00232	0	0	1	1	singleton	enzyme	4
g000225	crop1	0	OG00275	0	1	0	4	dispersed	hormone	1
g000226	crop1	0	OG00011	0	1	0	2	proximal	other	4
g000227	crop1	0	OG00223	0	1	0	7	tandem	enzyme	4
g000228	crop1	0	OG00092	0	1	0	8	transposed	kinase	4
g000229	crop1	0	OG00150	0	1	0	10	tandem	other	4
g000230	crop1	0	OG00216	0	0	1	1	singleton	defense	3
g000231	crop1	0	OG00209	1	1	0	4	wgd	enzyme	1
g000232	crop1	0	OG00243	0	1	0	11	dispersed	hormone	1
g000233	crop1	0	OG00321	0	1	0	10	tandem	defense	4
g000234	crop1	1	OG00343	0	1	0	8	transposed	enzyme	4
g000235	crop1	0	OG00038	0	1	0	7	dispersed	transporter	2
g000236	crop1	0	OG00012	0	0	1	1	singleton	transporter	2
g000237	crop1	0	OG00273	1	1	0	10	wgd	hormone	1
g000238	crop1	0	OG00339	1	1	0	11	wgd	TF	2
g000239	crop1	0	OG00058	0	0	1	1	singleton	transporter	4
g000240	crop1	0	OG00301	1	1	0	3	wgd	TF	2
g000241	crop1	0	OG00178	1	1	0	4	wgd	TF	1
g000242	crop1	0	OG00105	1	1	0	8	wgd	other	2
g000243	crop1	0	OG00170	0	1	0	6	dispersed	defense	1
g000244	crop1	0	OG00029	0	1	0	5	tandem	transporter	2
g000245	crop1	0	OG00196	0	1	0	9	transposed	other	4
g000246	crop1	0	OG00031	1	1	0	6	wgd	TF	4
g000247	crop1	0	OG00167	0	1	0	10	tandem	other	4
g000248	crop1	0	OG00128	0	1	0	2	tandem	TF	1
g000249	crop1	0	OG00227	0	1	0	2	dispersed	defense	1
g000250	crop1	1	OG00109	1	1	0	5	wgd	hormone	2
g000251	crop1	0	OG00235	1	1	0	4	wgd	kinase	4
g000252	crop1	0	OG00090	0	1	0	5	tandem	other	2
g000253	crop1	0	OG00392	0	1	0	11	dispersed	TF	1
g000254	crop1	0	OG00159	0	1	0	7	transposed	enzyme	2
g000255	crop1	0	OG00234	0	1	0	8	transposed	defense	1
g000256	crop1	0	OG00335	0	0	1	1	singleton	transporter	3
g000257	crop1	0	OG00046	0	0	1	1	singleton	defense	1
g000258	crop1	0	OG00389	1	1	0	5	wgd	defense	2
g000259	crop1	0	OG00075	0	1	0	2	tandem	enzyme	4
g000260	crop1	0	OG00200	1	1	0	2	wgd	TF	2
g000261	crop1	0	OG00385	0	0	1	1	singleton	hormone	3
g000262	crop1	0	OG00273	0	1	0	11	transposed	enzyme	1
g000263	crop1	0	OG00052	0	1	0	10	transposed	TF	4
g000264	crop1	0	OG00027	1	1	0	3	wgd	TF	2
g000265	crop1	0	OG00067	1	1	0	5	wgd	enzyme	3
g000266	crop1	0	OG00349	0	1	0	8	proximal	transporter	3
g000267	crop1	0	OG00340	1	1	0	3	wgd	transporter	1
g000268	crop1	0	OG00103	0	1	0	2	tandem	other	2
g000269	crop1	0	OG00253	0	1	0	8	dispersed	other	4
g000270	crop1	0	OG00385	0	1	0	4	transposed	kinase	4
g000271	crop1	0	OG00255	1	1	0	9	wgd	transporter	2
g000272	crop1	0	OG00090	0	1	0	8	transposed	TF	4
g000273	crop1	0	OG00217	0	1	0	2	tandem	defense	2
g000274	crop1	0	OG00311	1	1	0	5	wgd	transporter	3
g000275	crop1	0	OG00358	0	1	0	6	dispersed	TF	2
g000276	crop1	0	OG00370	0	1	0	4	dispersed	TF	3
g000277	crop1	0	OG00184	0	1	0	5	tandem	defense	1
g000278	crop1	0	OG00212	0	0	1	1	singleton	kinase	1
g000279	crop1	0	OG00137	0	0	1	1	singleton	other	4
g000280	crop1	0	OG00171	0	1	0	5	tandem	defense	3
g000281	crop1	0	OG00170	0	0	1	1	singleton	defense	1
g000282	crop1	0	OG00245	0	1	0	2	tandem	kinase	4
g000283	crop1	1	OG00107	1	1	0	7	wgd	TF	1
g000284	crop1	0	OG00284	1	1	0	11	wgd	enzyme	3
g000285	crop1	0	OG00249	0	1	0	8	transposed	other	3
g000286	crop1	0	OG00128	0	0	1	1	singleton	transporter	3
g000287	crop1	0	OG00127	0	1	0	6	dispersed	kinase	1
g000288	crop1	0	OG00004	0	1	0	11	proximal	defense	3
g000289	crop1	0	OG00004	0	1	0	5	tandem	TF	1
g000290	crop1	0	OG00388	1	1	0	9	wgd	kinase	2
g000291	crop1	0	OG00163	0	1	0	11	transposed	enzyme	1
g000292	crop1	0	OG00059	1	1	0	7	wgd	kinase	2
g000293	crop1	0	OG00280	0	1	0	8	tandem	other	2
g000294	crop1	0	OG00187	1	1	0	2	wgd	defense	4
g000295	crop1	0	OG00373	0	1	0	6	dispersed	other	3
g000296	crop1	0	OG00169	0	1	0	3	dispersed	TF	1
g000297	crop1	0	OG00309	0	1	0	4	dispersed	transporter	3
g000298	crop1	0	OG00203	1	1	0	10	wgd	transporter	2
g000299	crop1	0	OG00046	1	1	0	7	wgd	hormone	1
g000300	crop1	0	OG00298	0	1	0	8	dispersed	enzyme	2
g000301	crop1	0	OG00016	0	1	0	2	dispersed	transporter	3
g000302	crop1	0	OG00313	0	1	0	4	transposed	kinase	2
g000303	crop1	0	OG00362	0	1	0	11	proximal	kinase	4
g000304	crop1	0	OG00002	1	1	0	6	wgd	kinase	4
g000305	crop1	0	OG00103	0	1	0	5	transposed	TF	4
g000306	crop1	0	OG00291	1	1	0	8	wgd	transporter	3
g000307	crop1	0	OG00367	0	1	0	4	transposed	kinase	4
g000308	crop1	0	OG00162	0	0	1	1	singleton	enzyme	1
g000309	crop1	0	OG00339	0	1	0	2	transposed	enzyme	3
g000310	crop1	0	OG00083	1	1	0	3	wgd	TF	1
g000311	crop1	0	OG00324	0	1	0	11	transposed	defense	2
g000312	crop1	0	OG00056	1	1	0	9	wgd	enzyme	4
g000313	crop1	0	OG00278	0	1	0	4	tandem	enzyme	4
g000314	crop1	0	OG00301	0	0	1	1	singleton	TF	2
g000315	crop1	0	OG00114	1	1	0	3	wgd	other	3
g000316	crop1	0	OG00346	0	1	0	11	dispersed	TF	2
g000317	crop1	0	OG00160	0	1	0	4	proximal	other	3
g000318	crop1	0	OG00228	0	1	0	3	tandem	defense	2
g000319	crop1	0	OG00246	0	0	1	1	singleton	other	2
g000320	crop1	0	OG00118	0	1	0	9	dispersed	transporter	4
g000321	crop1	0	OG00278	0	1	0	7	transposed	TF	4
g000322	crop1	0	OG00216	0	0	1	1	singleton	other	4
g000323	crop1	0	OG00064	0	1	0	10	dispersed	enzyme	2
g000324	crop1	0	OG00132	0	1	0	7	transposed	hormone	2
g000325	crop1	0	OG00280	0	1	0	6	dispersed	other	4
g000326	crop1	0	OG00378	0	1	0	7	tandem	enzyme	1
g000327	crop1	1	OG00234	1	1	0	11	wgd	TF	3
g000328	crop1	0	OG00004	0	1	0	8	dispersed	kinase	3
g000329	crop1	0	OG00312	0	0	1	1	singleton	other	2
g000330	crop1	0	OG00159	0	1	0	9	transposed	TF	4
g000331	crop1	0	OG00357	0	1	0	5	transposed	TF	4
g000332	crop1	0	OG00005	0	1	0	4	proximal	other	2
g000333	crop1	0	OG00115	1	1	0	11	wgd	TF	3
g000334	crop1	1	OG00134	0	1	0	2	dispersed	hormone	2
g000335	crop1	0	OG00263	1	1	0	9	wgd	other	3
g000336	crop1	0	OG00161	0	1	0	10	tandem	enzyme	1
g000337	crop1	0	OG00340	1	1	0	5	wgd	TF	2
g000338	crop1	0	OG00313	0	1	0	5	tandem	kinase	4
g000339	crop1	0	OG00349	0	1	0	3	tandem	defense	2
g000340	crop1	0	OG00212	0	1	0	3	proximal	kinase	1
g000341	crop1	0	OG00386	0	1	0	8	transposed	TF	1
g000342	crop1	0	OG00339	1	1	0	10	wgd	TF	2
g000343	crop1	1	OG00250	1	1	0	6	wgd	kinase	4
g000344	crop1	0	OG00139	0	1	0	9	dispersed	defense	2
g000345	crop1	0	OG00089	0	1	0	9	tandem	defense	4
g000346	crop1	0	OG00233	0	1	0	8	tandem	defense	2
g000347	crop1	0	OG00216	0	1	0	2	dispersed	hormone	1
g000348	crop1	0	OG00109	1	1	0	4	wgd	TF	1
g000349	crop1	0	OG00208	1	1	0	6	wgd	enzyme	2
g000350	crop1	0	OG00337	0	0	1	1	singleton	other	2
g000351	crop1	0	OG00010	0	0	1	1	singleton	enzyme	3
g000352	crop1	0	OG00359	0	1	0	8	proximal	transporter	3
g000353	crop1	0	OG00120	0	1	0	11	proximal	other	3
g000354	crop1	0	OG00189	0	1	0	7	tandem	other	3
g000355	crop1	0	OG00185	1	1	0	10	wgd	transporter	4
g000356	crop1	0	OG00206	0	1	0	6	dispersed	kinase	4
g000357	crop1	0	OG00273	0	1	0	11	dispersed	TF	3
g000358	crop1	0	OG00301	0	1	0	8	transposed	defense	3
g000359	crop1	0	OG00362	0	1	0	2	transposed	defense	4
g000360	crop1	0	OG00253	1	1	0	10	wgd	defense	4
g000361	crop1	0	OG00070	0	1	0	3	transposed	TF	2
g000362	crop1	0	OG00044	0	1	0	11	dispersed	hormone	2
g000363	crop1	0	OG00001	0	1	0	3	transposed	transporter	1
g000364	crop1	0	OG00210	0	1	0	11	dispersed	other	3
g000365	crop1	0	OG00159	0	1	0	8	tandem	defense	3
g000366	crop1	0	OG00155	0	1	0	6	tandem	TF	4
g000367	crop1	0	OG00175	1	1	0	2	wgd	other	2
g000368	crop1	0	OG00118	0	1	0	8	transposed	other	1
g000369	crop1	0	OG00133	0	1	0	5	transposed	other	1
g000370	crop1	0	OG00374	0	1	0	6	transposed	hormone	2
g000371	crop1	0	OG00206	0	1	0	9	dispersed	enzyme	2
g000372	crop1	0	OG00067	1	1	0	7	wgd	hormone	3
g000373	crop1	0	OG00072	1	1	0	3	wgd	TF	2
g000374	crop1	0	OG00175	0	1	0	10	tandem	transporter	3
g000375	crop1	0	OG00365	1	1	0	3	wgd	TF	1
g000376	crop1	0	OG00024	0	1	0	11	transposed	enzyme	4
g000377	crop1	1	OG00181	0	0	1	1	singleton	other	1
g000378	crop1	0	OG00109	0	0	1	1	singleton	enzyme	1
g000379	crop1	0	OG00380	0	1	0	4	proximal	defense	2
g000380	crop1	0	OG00240	0	0	1	1	singleton	enzyme	3
g000381	crop1	0	OG00376	0	1	0	9	tandem	defense	4
g000382	crop1	0	OG00158	1	1	0	9	wgd	other	1
g000383	crop1	0	OG00031	0	0	1	1	singleton	enzyme	2
g000384	crop1	0	OG00312	1	1	0	3	wgd	transporter	1
g000385	crop1	0	OG00065	0	1	0	5	transposed	enzyme	1
g000386	crop1	0	OG00258	1	1	0	10	wgd	kinase	2
g000387	crop1	0	OG00076	0	1	0	10	dispersed	enzyme	3
g000388	crop1	0	OG00395	0	1	0	9	transposed	other	3
g000389	crop1	0	OG00158	0	1	0	9	tandem	other	2
g000390	crop1	0	OG00384	0	1	0	8	tandem	enzyme	4
g000391	crop1	0	OG00085	1	1	0	6	wgd	kinase	4
g000392	crop1	0	OG00263	0	1	0	10	dispersed	other	1
g000393	crop1	0	OG00069	1	1	0	10	wgd	kinase	2
g000394	crop1	0	OG00319	0	1	0	8	tandem	defense	3
g000395	crop1	0	OG00370	0	0	1	1	singleton	transporter	3
g000396	crop1	0	OG00090	0	1	0	6	dispersed	kinase	3
g000397	crop1	0	OG00012	0	1	0	7	tandem	enzyme	2
g000398	crop1	0	OG00017	1	1	0	3	wgd	hormone	4
g000399	crop1	0	OG00177	0	1	0	10	transposed	kinase	1
g000400	crop1	0	OG00232	0	0	1	1	singleton	transporter	3
g000401	crop1	0	OG00191	0	1	0	10	proximal	defense	2
g000402	crop1	0	OG00325	0	0	1	1	singleton	TF	4
g000403	crop1	0	OG00189	0	1	0	10	tandem	enzyme	2
g000404	crop1	0	OG00398	0	0	1	1	singleton	kinase	2
g000405	crop1	0	OG00031	1	1	0	10	wgd	defense	3
g000406	crop1	0	OG00161	0	1	0	10	dispersed	enzyme	1
g000407	crop1	0	OG00001	0	1	0	2	tandem	defense	3
g000408	crop1	0	OG00120	0	0	1	1	singleton	hormone	3
g000409	crop1	0	OG00112	0	1	0	5	dispersed	defense	2
g000410	crop1	0	OG00152	0	1	0	6	tandem	other	2
g000411	crop1	0	OG00238	0	1	0	2	dispersed	TF	2
g000412	crop1	1	OG00289	1	1	0	11	wgd	transporter	4
g000413	crop1	0	OG00384	0	1	0	9	tandem	other	3
g000414	crop1	1	OG00340	0	1	0	5	tandem	defense	4
g000415	crop1	0	OG00134	1	1	0	10	wgd	other	2
g000416	crop1	0	OG00290	0	1	0	8	transposed	TF	3
g000417	crop1	0	OG00305	0	1	0	8	transposed	transporter	2
g000418	crop1	0	OG00045	1	1	0	9	wgd	hormone	2
g000419	crop1	0	OG00251	0	1	0	8	proximal	other	4
g000420	crop1	0	OG00257	1	1	0	3	wgd	other	3
g000421	crop1	0	OG00117	0	1	0	8	transposed	other	2
g000422	crop1	0	OG00343	1	1	0	6	wgd	defense	1
g000423	crop1	0	OG00265	0	1	0	11	proximal	enzyme	2
g000424	crop1	1	OG00286	0	1	0	5	dispersed	TF	1
g000425	crop1	0	OG00309	1	1	0	8	wgd	other	2
